ID,Project_Code,Country,Managed_By,Fulfill_Via,Vendor_INCO_Term,Shipment_Mode,Scheduled_Delivery_Date,Delivered_to_Client_Date,Delivery_Recorded_Date,Vendor,Brand,Dosage,Dosage_Form,Unit_of_Measure_Per_Pack,Line_Item_Quantity,Line_Item_Value,Pack_Price,Unit_Price,Manufacturing_Site,Weight_Kilograms,Freight_Cost_USD,Line_Item_Insurance_USD
1693,108-VN-T01,Vietnam,PMO - US,Direct Drop,EXW,Air,2008-06-01 00:00:00,2008-06-01 00:00:00,2008-06-01 00:00:00,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Generic,600mg,Tablet,30,6720,77145.6,11.48,0.38,Mylan (formerly Matrix) Nashik,522,3796.05,123.43
1797,108-VN-T01,Vietnam,PMO - US,Direct Drop,CIP,Air,2008-10-03 00:00:00,2008-10-03 00:00:00,2008-10-03 00:00:00,BRISTOL-MYERS SQUIBB,Videx,25mg,Chewable/dispersible tablet,60,400,2800.0,7.0,0.12,"BMS Meymac, France",81,3013.09,4.48
1798,108-VN-T01,Vietnam,PMO - US,Direct Drop,EXW,Air,2008-08-19 00:00:00,2008-08-19 00:00:00,2008-08-19 00:00:00,STRIDES ARCOLAB LIMITED,Generic,30mg,Capsule,60,10780,15631.0,1.45,0.02,"Strides, Bangalore, India.",502,7575.6,25.01
1801,116-ZA-T01,South Africa,PMO - US,Direct Drop,DDP,Truck,2008-08-20 00:00:00,2008-05-08 00:00:00,2008-05-08 00:00:00,S. BUYS WHOLESALER,Kaletra,133.3/33.3mg,Capsule,180,670,24783.3,36.99,0.21,ABBVIE (Abbott) Logis. UK,Weight Captured Separately,Freight Included in Commodity Cost,39.65
1802,116-ZA-T01,South Africa,PMO - US,Direct Drop,DDP,Truck,2008-08-20 00:00:00,2008-05-21 00:00:00,2008-05-21 00:00:00,S. BUYS WHOLESALER,Epivir,150mg,Tablet,60,2000,11060.0,5.53,0.09,GSK Cape Town Factory (South Africa),Weight Captured Separately,Freight Included in Commodity Cost,17.7
1803,116-ZA-T01,South Africa,PMO - US,Direct Drop,DDP,Truck,2008-08-20 00:00:00,2008-05-14 00:00:00,2008-05-14 00:00:00,S. BUYS WHOLESALER,Retrovir,300mg,Tablet,60,1000,16630.0,16.63,0.28,GSK Aranda,Weight Captured Separately,Freight Included in Commodity Cost,26.61
1804,116-ZA-T01,South Africa,PMO - US,Direct Drop,DDP,Truck,2008-08-20 00:00:00,2008-05-08 00:00:00,2008-05-08 00:00:00,S. BUYS WHOLESALER,Viramune,10mg/ml,Oral suspension,240,30,435.9,14.53,0.06,"BI, Ingelheim, Germany",Weight Captured Separately,Freight Included in Commodity Cost,0.7
1888,107-RW-T01,Rwanda,PMO - US,Direct Drop,CIP,Air,2008-07-23 00:00:00,2008-07-22 00:00:00,2008-07-22 00:00:00,Aurobindo Pharma Limited,Generic,150/300/200mg,Tablet - FDC,60,47879,569281.31,11.89,0.2,"Aurobindo Unit III, India",5311,30408.04,910.85
1889,107-RW-T01,Rwanda,PMO - US,Direct Drop,CIP,Air,2008-07-23 00:00:00,2008-07-23 00:00:00,2008-07-23 00:00:00,Aurobindo Pharma Limited,Generic,150/300/200mg,Tablet - FDC,60,61021,725539.69,11.89,0.2,"Aurobindo Unit III, India",6768,38120.96,1160.86
1905,108-VN-T01,Vietnam,PMO - US,Direct Drop,EXW,Air,2008-09-19 00:00:00,2008-09-19 00:00:00,2008-09-19 00:00:00,Aurobindo Pharma Limited,Generic,150/300mg,Tablet - FDC,60,4300,37023.0,8.61,0.14,"Aurobindo Unit III, India",See ASN-2274 (ID#:610),See ASN-2274 (ID#:610),59.24
1919,108-VN-T01,Vietnam,PMO - US,Direct Drop,EXW,Air,2008-10-03 00:00:00,2008-10-03 00:00:00,2008-10-03 00:00:00,Aurobindo Pharma Limited,Generic,30mg,Capsule,60,18030,26143.5,1.45,0.02,"Aurobindo Unit III, India",1114,5822.44,41.83
1926,116-ZA-T01,South Africa,PMO - US,Direct Drop,DDP,Truck,2008-07-10 00:00:00,2008-07-14 00:00:00,2008-07-14 00:00:00,S. BUYS WHOLESALER,Retrovir,300mg,Tablet,60,50,663.5,13.27,0.22,GSK Aranda,Weight Captured Separately,Freight Included in Commodity Cost,1.06
1927,116-ZA-T01,South Africa,PMO - US,Direct Drop,DDP,Truck,2008-07-10 00:00:00,2008-07-08 00:00:00,2008-07-08 00:00:00,S. BUYS WHOLESALER,Stocrin/Sustiva,50mg,Capsule,30,250,715.0,2.86,0.1,"MSD Midrand, J'burg, SA",Weight Captured Separately,Freight Included in Commodity Cost,1.14
1928,116-ZA-T01,South Africa,PMO - US,Direct Drop,DDP,Truck,2008-07-10 00:00:00,2008-07-08 00:00:00,2008-07-08 00:00:00,S. BUYS WHOLESALER,Videx EC,250mg,Delayed-release capsules - blister,30,60,1096.2,18.27,0.61,"BMS Meymac, France",Weight Captured Separately,Freight Included in Commodity Cost,1.75
1929,116-ZA-T01,South Africa,PMO - US,Direct Drop,DDP,Truck,2008-07-10 00:00:00,2008-07-08 00:00:00,2008-07-08 00:00:00,S. BUYS WHOLESALER,Videx,2g,Powder for oral solution,200,12,150.48,12.54,0.06,"BMS Meymac, France",Weight Captured Separately,Freight Included in Commodity Cost,0.24
1954,108-VN-T01,Vietnam,PMO - US,Direct Drop,FCA,Air,2008-12-02 00:00:00,2008-12-02 00:00:00,2008-12-02 00:00:00,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Aluvia,200/50mg,Tablet,120,434,35674.8,82.2,0.68,ABBVIE Ludwigshafen Germany,113,2709.98,69.92
1955,108-VN-T01,Vietnam,PMO - US,Direct Drop,EXW,Air,2008-11-24 00:00:00,2008-11-24 00:00:00,2008-11-24 00:00:00,Aurobindo Pharma Limited,Generic,150/300/200mg,Tablet - FDC,60,1100,12540.0,11.4,0.19,"Aurobindo Unit III, India",159,2568.6,24.58
1956,108-VN-T01,Vietnam,PMO - US,Direct Drop,EXW,Air,2008-11-25 00:00:00,2008-11-25 00:00:00,2008-11-25 00:00:00,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Generic,600mg,Tablet,30,8400,85596.0,10.19,0.34,Mylan (formerly Matrix) Nashik,613,3247.73,167.77
1957,108-VN-T01,Vietnam,PMO - US,Direct Drop,EXW,Air,2008-12-03 00:00:00,2008-12-03 00:00:00,2008-12-03 00:00:00,CIPLA LIMITED,Generic,150/200/30mg,Tablet - FDC,60,3648,26448.0,7.25,0.12,"Cipla, Goa, India",323,2335.19,51.84
2014,116-ZA-T01,South Africa,PMO - US,Direct Drop,DDP,Truck,2008-08-25 00:00:00,2008-08-14 00:00:00,2008-08-14 00:00:00,S. BUYS WHOLESALER,Viread,300mg,Tablet,30,300,7080.0,23.6,0.79,"Aspen-OSD, Port Elizabeth, SA",Weight Captured Separately,Freight Included in Commodity Cost,11.33
2015,116-ZA-T01,South Africa,PMO - US,Direct Drop,DDP,Truck,2008-08-25 00:00:00,2008-08-14 00:00:00,2008-08-14 00:00:00,S. BUYS WHOLESALER,Viramune,10mg/ml,Oral suspension,240,40,557.6,13.94,0.06,"BI, Ingelheim, Germany",Weight Captured Separately,Freight Included in Commodity Cost,0.89
2153,108-VN-T01,Vietnam,PMO - US,Direct Drop,EXW,Air,2008-11-27 00:00:00,2008-11-27 00:00:00,2008-11-27 00:00:00,Aurobindo Pharma Limited,Generic,200mg,Tablet,60,6000,17400.0,2.9,0.05,"Aurobindo Unit III, India",581,2653.27,34.1
2156,116-ZA-T01,South Africa,PMO - US,Direct Drop,DDP,Truck,2009-05-17 00:00:00,2008-10-09 00:00:00,2008-10-09 00:00:00,S. BUYS WHOLESALER,Generic,600mg,Tablet,30,1300,20410.0,15.7,0.52,"Cipla, Goa, India",Weight Captured Separately,Freight Included in Commodity Cost,40.0
2157,116-ZA-T01,South Africa,PMO - US,Direct Drop,DDP,Truck,2009-05-17 00:00:00,2008-10-09 00:00:00,2008-10-09 00:00:00,S. BUYS WHOLESALER,Retrovir,10mg/ml,Oral solution,200,120,733.2,6.11,0.03,GSK Mississauga (Canada),Weight Captured Separately,Freight Included in Commodity Cost,1.44
2158,116-ZA-T01,South Africa,PMO - US,Direct Drop,DDP,Truck,2009-05-17 00:00:00,2008-10-09 00:00:00,2008-10-09 00:00:00,S. BUYS WHOLESALER,Invirase,200mg,Capsule,270,6,424.08,70.68,0.26,Roche Basel,Weight Captured Separately,Freight Included in Commodity Cost,0.83
2159,116-ZA-T01,South Africa,PMO - US,Direct Drop,DDP,Truck,2009-05-17 00:00:00,2008-10-09 00:00:00,2008-10-09 00:00:00,S. BUYS WHOLESALER,Viramune,10mg/ml,Oral suspension,240,40,540.4,13.51,0.06,"BI, Ingelheim, Germany",Weight Captured Separately,Freight Included in Commodity Cost,1.06
2297,108-VN-T01,Vietnam,PMO - US,Direct Drop,EXW,Air,2009-04-07 00:00:00,2009-04-07 00:00:00,2009-04-07 00:00:00,Aurobindo Pharma Limited,Generic,150mg,Tablet,60,9000,21600.0,2.4,0.04,"Aurobindo Unit III, India",2228,9809.7,42.34
2298,108-VN-T01,Vietnam,PMO - US,Direct Drop,EXW,Air,2009-04-10 00:00:00,2009-04-10 00:00:00,2009-04-10 00:00:00,Aurobindo Pharma Limited,Generic,150/300/200mg,Tablet - FDC,60,700,7805.0,11.15,0.19,"Aurobindo Unit III, India",See ASN-3562 (ID#:960),See ASN-3562 (ID#:960),15.3
2305,131-NG-T01,Nigeria,PMO - US,Direct Drop,CIP,Air,2009-04-08 00:00:00,2009-04-08 00:00:00,2009-04-08 00:00:00,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),Atripla,600/200/300mg,Tablet - FDC,30,25000,1260000.0,50.4,1.68,"MSD, Haarlem, NL",2067,7933.38,2469.6
2399,106-HT-T01,Haiti,PMO - US,Direct Drop,EXW,Air,2009-04-02 00:00:00,2009-04-02 00:00:00,2009-04-02 00:00:00,Aurobindo Pharma Limited,Generic,100mg,Capsule,100,2100,10500.0,5.0,0.05,"Aurobindo Unit III, India",187,1903.54,20.58
2429,116-ZA-T01,South Africa,PMO - US,Direct Drop,DDP,Air,2009-03-17 00:00:00,2008-11-28 00:00:00,2008-11-28 00:00:00,S. BUYS WHOLESALER,Generic,200mg,Capsule,90,176,3359.84,19.09,0.21,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,6.59
2430,116-ZA-T01,South Africa,PMO - US,Direct Drop,DDP,Air,2009-03-24 00:00:00,2008-12-01 00:00:00,2008-12-01 00:00:00,S. BUYS WHOLESALER,Generic,200mg,Tablet,60,5017,24583.3,4.9,0.08,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,48.18
2431,116-ZA-T01,South Africa,PMO - US,Direct Drop,DDP,Air,2009-03-31 00:00:00,2008-12-02 00:00:00,2008-12-02 00:00:00,S. BUYS WHOLESALER,Generic,10mg/ml,Oral solution,240,929,3390.85,3.65,0.02,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,6.65
2432,116-ZA-T01,South Africa,PMO - US,Direct Drop,DDP,Air,2009-06-23 00:00:00,2009-01-29 00:00:00,2009-01-29 00:00:00,S. BUYS WHOLESALER,Generic,150mg,Tablet,60,6700,36582.0,5.46,0.09,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,71.7
2436,116-ZA-T01,South Africa,PMO - US,Direct Drop,DDP,Air,2009-05-12 00:00:00,2008-12-30 00:00:00,2008-12-30 00:00:00,S. BUYS WHOLESALER,Retrovir,300mg,Tablet,60,1350,19062.0,14.12,0.24,GSK Aranda,Weight Captured Separately,Freight Included in Commodity Cost,37.36
2437,116-ZA-T01,South Africa,PMO - US,Direct Drop,DDP,Air,2009-05-26 00:00:00,2009-01-22 00:00:00,2009-01-22 00:00:00,S. BUYS WHOLESALER,Generic,600mg,Tablet,30,1120,16307.2,14.56,0.49,"Cipla, Goa, India",Weight Captured Separately,Freight Included in Commodity Cost,31.96
2438,116-ZA-T01,South Africa,PMO - US,Direct Drop,DDP,Air,2009-03-31 00:00:00,2008-11-21 00:00:00,2008-11-21 00:00:00,S. BUYS WHOLESALER,Zerit,20mg,Capsule,60,100,371.0,3.71,0.06,"BMS Meymac, France",Weight Captured Separately,Freight Included in Commodity Cost,0.73
2439,116-ZA-T01,South Africa,PMO - US,Direct Drop,DDP,Air,2009-03-30 00:00:00,2009-01-21 00:00:00,2009-01-21 00:00:00,S. BUYS WHOLESALER,Generic,30mg,Capsule,60,1000,2920.0,2.92,0.05,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,5.72
2440,116-ZA-T01,South Africa,PMO - US,Direct Drop,DDP,Air,2009-03-30 00:00:00,2009-01-21 00:00:00,2009-01-21 00:00:00,S. BUYS WHOLESALER,Viramune,200mg,Tablet,60,260,4035.2,15.52,0.26,"Boehringer Ing., Koropi, GR",Weight Captured Separately,Freight Included in Commodity Cost,7.91
2441,114-UG-T01,Uganda,PMO - US,Direct Drop,CIP,Air,2009-05-04 00:00:00,2009-05-04 00:00:00,2009-05-04 00:00:00,BRISTOL-MYERS SQUIBB,Videx EC,250mg,Delayed-release capsules - blister,30,60,1100.4,18.34,0.61,"BMS Meymac, France",3000,428.91,2.16
2447,116-ZA-T01,South Africa,PMO - US,Direct Drop,DDP,Truck,2009-04-17 00:00:00,2009-04-17 00:00:00,2009-04-17 00:00:00,S. BUYS WHOLESALER,Stocrin/Sustiva,200mg,Capsule,90,5000,160900.0,32.18,0.36,"MSD Midrand, J'burg, SA",Weight Captured Separately,Freight Included in Commodity Cost,315.36
2450,116-ZA-T01,South Africa,PMO - US,Direct Drop,DDP,Air,2009-06-25 00:00:00,2009-04-20 00:00:00,2009-04-20 00:00:00,S. BUYS WHOLESALER,Retrovir,10mg/ml,Injection,5,166,2265.9,13.65,2.73,GSK Ware (UK),Weight Captured Separately,Freight Included in Commodity Cost,4.44
2451,116-ZA-T01,South Africa,PMO - US,Direct Drop,DDP,Air,2009-06-25 00:00:00,2009-04-20 00:00:00,2009-04-20 00:00:00,S. BUYS WHOLESALER,Videx,50mg,Chewable/dispersible tablet,60,1500,15150.0,10.1,0.17,"BMS Meymac, France",Weight Captured Separately,Freight Included in Commodity Cost,29.69
2463,107-RW-T01,Rwanda,PMO - US,Direct Drop,CIP,Air,2009-04-20 00:00:00,2009-04-20 00:00:00,2009-04-20 00:00:00,CIPLA LIMITED,Generic,150/300mg,Tablet - FDC,60,7840,71344.0,9.1,0.15,"Cipla, Goa, India",719,853.88,139.83
2474,116-ZA-T01,South Africa,PMO - US,Direct Drop,DDP,Air,2009-07-31 00:00:00,2009-04-20 00:00:00,2009-04-20 00:00:00,S. BUYS WHOLESALER,Kaletra,80/20mg/ml,Oral solution,300,40,1440.0,36.0,0.12,ABBVIE (Abbott) Logis. UK,Weight Captured Separately,Freight Included in Commodity Cost,2.82
2475,116-ZA-T01,South Africa,PMO - US,Direct Drop,DDP,Truck,2009-07-31 00:00:00,2009-05-04 00:00:00,2009-05-04 00:00:00,S. BUYS WHOLESALER,Norvir,80mg/ml,Oral solution,90,6,43.2,7.2,0.08,ABBVIE (Abbott) France,Weight Captured Separately,Freight Included in Commodity Cost,0.08
2476,116-ZA-T01,South Africa,PMO - US,Direct Drop,DDP,Truck,2009-07-31 00:00:00,2009-06-08 00:00:00,2009-06-08 00:00:00,S. BUYS WHOLESALER,Norvir,80mg/ml,Oral solution,90,6,43.2,7.2,0.08,ABBVIE (Abbott) France,Weight Captured Separately,Freight Included in Commodity Cost,0.08
2481,116-ZA-T01,South Africa,PMO - US,Direct Drop,DDP,Truck,2009-05-15 00:00:00,2009-04-23 00:00:00,2009-04-23 00:00:00,S. BUYS WHOLESALER,Zerit,20mg,Capsule,60,76,300.2,3.95,0.07,"BMS Meymac, France",See ASN-4332 (ID#:1115),See ASN-4332 (ID#:1115),0.59
2499,112-NG-T01,Nigeria,PMO - US,Direct Drop,FCA,Air,2009-05-20 00:00:00,2009-05-20 00:00:00,2009-05-20 00:00:00,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Aluvia,200/50mg,Tablet,120,73,3000.3,41.1,0.34,ABBVIE Ludwigshafen Germany,69,1332.43,5.88
2506,123-NG-T01,Nigeria,PMO - US,Direct Drop,FCA,Air,2009-07-14 00:00:00,2009-07-14 00:00:00,2009-07-14 00:00:00,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Aluvia,200/50mg,Tablet,120,2040,83844.0,41.1,0.34,ABBVIE Ludwigshafen Germany,309,3777.93,164.33
2536,107-RW-T01,Rwanda,PMO - US,Direct Drop,CIP,Air,2009-07-20 00:00:00,2009-07-20 00:00:00,2009-07-20 00:00:00,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Generic,150/300/200mg,Tablet - FDC,60,26932,317528.28,11.79,0.2,Mylan (formerly Matrix) Nashik,3393,30661.5,622.36
2559,108-VN-T01,Vietnam,PMO - US,Direct Drop,EXW,Air,2009-06-08 00:00:00,2009-06-08 00:00:00,2009-06-08 00:00:00,Aurobindo Pharma Limited,Generic,250mg,Delayed-release capsules,30,150,1950.0,13.0,0.43,"Aurobindo Unit III, India",30,4111.71,3.82
2571,119-NA-T01,Namibia,PMO - US,Direct Drop,EXW,Air,2009-08-18 00:00:00,2009-08-18 00:00:00,2009-08-18 00:00:00,CIPLA LIMITED,Generic,30/6mg,Chewable/dispersible tablet - FDC,60,2000,3800.0,1.9,0.03,"Cipla, Goa, India",251,1484.75,7.45
2588,108-VN-T01,Vietnam,PMO - US,Direct Drop,CIP,Air,2009-08-19 00:00:00,2009-08-19 00:00:00,2009-08-19 00:00:00,BRISTOL-MYERS SQUIBB,Videx,25mg,Chewable/dispersible tablet,60,120,840.0,7.0,0.12,"BMS Meymac, France",Weight Captured Separately,Freight Included in Commodity Cost,1.65
2601,116-ZA-T01,South Africa,PMO - US,Direct Drop,DDP,Truck,2009-10-12 00:00:00,2009-08-03 00:00:00,2009-08-03 00:00:00,S. BUYS WHOLESALER,Videx EC,400mg,Delayed-release capsules - blister,30,20,438.0,21.9,0.73,"BMS Meymac, France",Weight Captured Separately,Freight Included in Commodity Cost,0.86
2602,116-ZA-T01,South Africa,PMO - US,Direct Drop,DDP,Truck,2009-07-21 00:00:00,2009-07-21 00:00:00,2009-07-21 00:00:00,S. BUYS WHOLESALER,Zerit,20mg,Capsule,60,320,1475.2,4.61,0.08,"BMS Meymac, France",Weight Captured Separately,Freight Included in Commodity Cost,2.89
2632,105-GY-T01,Guyana,PMO - US,Direct Drop,CIP,Air,2009-08-07 00:00:00,2009-08-07 00:00:00,2009-08-07 00:00:00,ABBOTT LABORATORIES (PUERTO RICO),Aluvia,200/50mg,Tablet,120,2733,224625.27,82.19,0.68,ABBVIE Ludwigshafen Germany,589,314,440.27
2708,108-VN-T01,Vietnam,PMO - US,Direct Drop,EXW,Air,2007-07-09 00:00:00,2007-07-09 00:00:00,2007-07-09 00:00:00,CIPLA LIMITED,Generic,150/200/30mg,Tablet - FDC,60,25000,187500.0,7.5,0.12,"Cipla, Goa, India",2336,21150.56,300.0
2765,108-VN-T01,Vietnam,PMO - US,Direct Drop,EXW,Air,2007-10-02 00:00:00,2007-10-02 00:00:00,2007-10-02 00:00:00,Aurobindo Pharma Limited,Generic,600mg,Tablet,30,22500,277425.0,12.33,0.41,"Aurobindo Unit III, India",2895,18045.24,443.88
2766,108-VN-T01,Vietnam,PMO - US,Direct Drop,EXW,Air,2007-10-02 00:00:00,2007-10-02 00:00:00,2007-10-02 00:00:00,Aurobindo Pharma Limited,Generic,10mg/ml,Oral solution,240,500,950.0,1.9,0.01,"Aurobindo Unit III, India",See ASN-744 (ID#:1356),See ASN-744 (ID#:1356),1.52
2767,108-VN-T01,Vietnam,PMO - US,Direct Drop,CIP,Air,2007-11-08 00:00:00,2007-11-08 00:00:00,2007-11-08 00:00:00,BRISTOL-MYERS SQUIBB,Videx,25mg,Chewable/dispersible tablet,60,800,5600.0,7.0,0.12,"BMS Meymac, France",161,2514.05,8.96
2785,108-VN-T01,Vietnam,PMO - US,Direct Drop,FCA,Air,2007-09-10 00:00:00,2007-09-10 00:00:00,2007-09-10 00:00:00,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Kaletra,80/20mg/ml,Oral solution,300,200,16440.0,82.2,0.27,ABBVIE (Abbott) Logis. UK,340,2326.1,26.3
2808,117-ET-T01,Ethiopia,PMO - US,Direct Drop,EXW,Air,2007-11-20 00:00:00,2007-12-24 00:00:00,2007-12-24 00:00:00,Aurobindo Pharma Limited,Generic,30mg,Capsule,60,35065,54350.75,1.55,0.03,"Aurobindo Unit III, India",2318,6755.81,86.96
2892,114-UG-T01,Uganda,PMO - US,Direct Drop,CIP,Air,2008-03-31 00:00:00,2008-03-31 00:00:00,2008-03-31 00:00:00,BRISTOL-MYERS SQUIBB,Videx EC,400mg,Delayed-release capsules - blister,30,140,3313.8,23.67,0.79,"BMS Meymac, France",6,Freight Included in Commodity Cost,5.3
2947,108-VN-T01,Vietnam,PMO - US,Direct Drop,EXW,Air,2008-01-22 00:00:00,2008-01-22 00:00:00,2008-01-22 00:00:00,Aurobindo Pharma Limited,Generic,15mg,Capsule,60,400,600.0,1.5,0.02,"Aurobindo Unit III, India",83,2426.05,0.96
3007,104-CI-T01,Côte d'Ivoire,PMO - US,Direct Drop,CIP,Air,2008-04-08 00:00:00,2008-04-08 00:00:00,2008-04-08 00:00:00,BRISTOL-MYERS SQUIBB,Videx,25mg,Chewable/dispersible tablet,60,546,3822.0,7.0,0.12,"BMS Meymac, France",108,Freight Included in Commodity Cost,6.12
3026,116-ZA-T01,South Africa,PMO - US,Direct Drop,DDP,Truck,2008-02-05 00:00:00,2008-01-21 00:00:00,2008-01-21 00:00:00,"JSI R&T INSTITUTE, INC.",Videx EC,250mg,Delayed-release capsules - blister,30,400,8416.0,21.04,0.7,"BMS Meymac, France",Weight Captured Separately,Freight Included in Commodity Cost,13.47
3080,116-ZA-T01,South Africa,PMO - US,Direct Drop,DDP,Truck,2008-04-24 00:00:00,2008-02-29 00:00:00,2008-02-29 00:00:00,S. BUYS WHOLESALER,Stocrin/Sustiva,200mg,Capsule,90,20,563.0,28.15,0.31,"MSD Midrand, J'burg, SA",Weight Captured Separately,Freight Included in Commodity Cost,0.9
3081,116-ZA-T01,South Africa,PMO - US,Direct Drop,DDP,Truck,2008-04-24 00:00:00,2008-04-24 00:00:00,2008-04-24 00:00:00,S. BUYS WHOLESALER,Generic,600mg,Tablet,30,2500,37500.0,15.0,0.5,"Cipla, Goa, India",Weight Captured Separately,Freight Included in Commodity Cost,60.0
3094,108-VN-T01,Vietnam,PMO - US,Direct Drop,EXW,Air,2008-07-07 00:00:00,2008-07-07 00:00:00,2008-07-07 00:00:00,Aurobindo Pharma Limited,Generic,300mg,Tablet,60,520,13000.0,25.0,0.42,"Aurobindo Unit III, India",137,5260.46,20.8
3096,108-VN-T01,Vietnam,PMO - US,Direct Drop,EXW,Air,2008-06-17 00:00:00,2008-06-17 00:00:00,2008-06-17 00:00:00,STRIDES ARCOLAB LIMITED,Generic,30mg,Capsule,60,2576,3889.76,1.51,0.03,"Strides, Bangalore, India.",121,2789.74,6.22
3097,108-VN-T01,Vietnam,PMO - US,Direct Drop,EXW,Air,2008-06-20 00:00:00,2008-06-20 00:00:00,2008-06-20 00:00:00,STRIDES ARCOLAB LIMITED,Generic,30mg,Capsule,60,2464,3720.64,1.51,0.03,"Strides, Bangalore, India.",114,2879.96,5.95
3191,116-ZA-T01,South Africa,PMO - US,Direct Drop,DDP,Truck,2008-08-20 00:00:00,2008-05-14 00:00:00,2008-05-14 00:00:00,S. BUYS WHOLESALER,Norvir,100mg,Capsule,84,4,38.88,9.72,0.12,ABBVIE (Abbott) Logis. UK,Weight Captured Separately,Freight Included in Commodity Cost,0.06
3192,116-ZA-T01,South Africa,PMO - US,Direct Drop,DDP,Truck,2008-08-20 00:00:00,2008-05-08 00:00:00,2008-05-08 00:00:00,S. BUYS WHOLESALER,Generic,200mg,Tablet,60,150,3166.5,21.11,0.35,"Cipla, Goa, India",Weight Captured Separately,Freight Included in Commodity Cost,5.07
3193,116-ZA-T01,South Africa,PMO - US,Direct Drop,DDP,Truck,2008-08-20 00:00:00,2008-05-08 00:00:00,2008-05-08 00:00:00,S. BUYS WHOLESALER,Zerit,30mg,Capsule,60,1350,6979.5,5.17,0.09,"BMS Meymac, France",Weight Captured Separately,Freight Included in Commodity Cost,11.17
3261,108-VN-T01,Vietnam,PMO - US,Direct Drop,EXW,Air,2008-09-20 00:00:00,2008-09-20 00:00:00,2008-09-20 00:00:00,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Generic,300mg,Tablet,30,2016,24917.76,12.36,0.41,Mylan (formerly Matrix) Nashik,120,5921.97,39.87
3282,116-ZA-T01,South Africa,PMO - US,Direct Drop,DDP,Truck,2008-07-10 00:00:00,2008-07-08 00:00:00,2008-07-08 00:00:00,S. BUYS WHOLESALER,Generic,600mg,Tablet,30,1000,16190.0,16.19,0.54,"Cipla, Goa, India",Weight Captured Separately,Freight Included in Commodity Cost,25.9
3294,114-UG-T01,Uganda,PMO - US,Direct Drop,CIP,Air,2008-09-09 00:00:00,2008-09-09 00:00:00,2008-09-09 00:00:00,BRISTOL-MYERS SQUIBB,Videx EC,400mg,Delayed-release capsules - blister,30,50,1183.5,23.67,0.79,"BMS Meymac, France",2,330,1.89
3302,108-VN-T01,Vietnam,PMO - US,Direct Drop,EXW,Air,2008-11-29 00:00:00,2008-11-29 00:00:00,2008-11-29 00:00:00,CIPLA LIMITED,Generic,150/200/30mg,Tablet - FDC,60,1440,10440.0,7.25,0.12,"Cipla, Goa, India",128,2147.61,20.46
3357,116-ZA-T01,South Africa,PMO - US,Direct Drop,DDP,Truck,2008-08-25 00:00:00,2008-08-18 00:00:00,2008-08-18 00:00:00,S. BUYS WHOLESALER,Retrovir,10mg/ml,Oral solution,200,60,360.6,6.01,0.03,GSK Mississauga (Canada),Weight Captured Separately,Freight Included in Commodity Cost,0.58
3358,116-ZA-T01,South Africa,PMO - US,Direct Drop,DDP,Truck,2008-08-25 00:00:00,2008-08-14 00:00:00,2008-08-14 00:00:00,S. BUYS WHOLESALER,Zerit,40mg,Capsule,60,130,644.8,4.96,0.08,"BMS Meymac, France",Weight Captured Separately,Freight Included in Commodity Cost,1.03
3359,116-ZA-T01,South Africa,PMO - US,Direct Drop,DDP,Truck,2008-08-25 00:00:00,2008-08-18 00:00:00,2008-08-18 00:00:00,S. BUYS WHOLESALER,Ziagen,300mg,Tablet - blister,60,40,1337.2,33.43,0.56,GSK Ware (UK),Weight Captured Separately,Freight Included in Commodity Cost,2.14
3375,104-CI-T01,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,2009-01-23 00:00:00,2009-01-23 00:00:00,2009-01-23 00:00:00,IDA FOUNDATION,Generic,50+153mg,Tablet - FDC + co-blister,12,50000,19500.0,0.39,0.03,Ipca Dadra/Nagar Haveli IN,See ASN-2921 (ID#:719),See ASN-2921 (ID#:719),38.22
3421,131-NG-T01,Nigeria,PMO - US,Direct Drop,CIP,Air,2008-10-10 00:00:00,2008-10-10 00:00:00,2008-10-10 00:00:00,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),Atripla,600/200/300mg,Tablet - FDC,30,5900,297360.0,50.4,1.68,"MSD, Haarlem, NL",493,1727.2,475.78
